Wavelength (nm);[buf]-005-1-1chaps;[buf]-005-1-1chaps1;[buf]-5-1-1;[buf]-5-1-2; [buf]-10.1; [buf]-10.1 1; [buf]-10.2; [buf]-10.2 1; [buf]-10.2 2; [buf]-Buf; [buf]-10.11;A [H20}-buf;A [buf}-buf;A [buf}-buf 1;A [buf}-10.21;A [buf}-10.22;A [buf}-10.23;A [Buf]-9.1;A [Buf]-9.2;A [Buf]-9.3;A [Buf];A [Buf]-1.11;A [Buf]-1.12;A [Buf]-1.13;A [Buf]-1.13 1;A [Buf]-Buf;A [Buf]-2.11;A [Buf]-2.12;A [Buf]-2.13
623;1,496;3,089;-0,314;0,751;-1,779;-0,232;-1,733;-1,701;-1,770;1,847;9,285;0,004;0,008;0,048;0,063;0,103;0,117;-0,061;-0,073;-0,043;0,049;0,005;-0,010;0,095;0,013;0,005;0,064;0,106;0,047
624;1,492;3,083;-0,314;0,745;-1,755;-0,234;-1,714;-1,699;-1,758;1,839;9,244;0,007;0,018;0,045;0,043;0,084;0,092;-0,060;-0,083;-0,034;0,030;0,013;-0,004;0,108;0,007;-0,005;0,070;0,118;0,062
625;1,493;3,068;-0,313;0,738;-1,753;-0,241;-1,710;-1,701;-1,759;1,820;9,225;0,003;0,018;0,031;0,028;0,060;0,076;-0,033;-0,072;-0,025;0,005;0,019;-0,004;0,107;0,007;-0,002;0,067;0,122;0,065
626;1,489;3,063;-0,296;0,730;-1,780;-0,274;-1,736;-1,721;-1,784;1,814;9,250;-0,002;0,015;0,023;0,036;0,061;0,088;-0,010;-0,046;-0,019;0,011;0,016;-0,002;0,080;0,003;0,009;0,058;0,125;0,069
627;1,477;3,057;-0,295;0,711;-1,804;-0,306;-1,767;-1,739;-1,803;1,821;9,306;-0,005;0,009;0,031;0,061;0,079;0,107;-0,007;-0,033;-0,019;0,040;-0,001;-0,007;0,070;0,010;0,022;0,050;0,124;0,066
628;1,473;3,049;-0,316;0,712;-1,806;-0,312;-1,772;-1,737;-1,796;1,824;9,364;-0,008;0,012;0,037;0,072;0,088;0,109;-0,019;-0,039;-0,009;0,049;-0,003;-0,014;0,075;0,019;0,027;0,051;0,130;0,065
629;1,475;3,046;-0,320;0,707;-1,799;-0,302;-1,769;-1,740;-1,791;1,817;9,352;-0,008;0,006;0,039;0,058;0,082;0,102;-0,028;-0,044;-0,010;0,039;0,004;-0,008;0,095;0,013;0,019;0,046;0,136;0,059
630;1,477;3,055;-0,307;0,710;-1,797;-0,287;-1,763;-1,736;-1,797;1,828;9,331;0,005;0,008;0,044;0,045;0,082;0,102;-0,027;-0,045;-0,019;0,036;0,001;-0,012;0,097;0,005;0,012;0,046;0,142;0,064
631;1,470;3,069;-0,293;0,720;-1,802;-0,275;-1,761;-1,739;-1,802;1,838;9,315;0,016;0,013;0,042;0,046;0,096;0,106;-0,019;-0,058;-0,024;0,037;-0,013;-0,017;0,081;-0,011;0,010;0,053;0,135;0,071
632;1,468;3,079;-0,300;0,726;-1,796;-0,266;-1,749;-1,725;-1,787;1,843;9,322;0,018;0,009;0,029;0,040;0,096;0,097;-0,029;-0,066;-0,020;0,039;-0,005;-0,009;0,079;-0,007;0,010;0,056;0,125;0,075
633;1,476;3,092;-0,327;0,719;-1,798;-0,273;-1,759;-1,731;-1,791;1,846;9,306;0,010;0,016;0,024;0,033;0,085;0,090;-0,040;-0,071;-0,019;0,040;0,011;0,001;0,084;0,005;0,010;0,061;0,131;0,071
634;1,486;3,083;-0,338;0,716;-1,812;-0,299;-1,778;-1,760;-1,816;1,858;9,294;0,012;0,018;0,033;0,035;0,075;0,089;-0,057;-0,072;-0,017;0,045;0,017;0,002;0,091;0,016;0,009;0,058;0,128;0,066
635;1,494;3,080;-0,331;0,719;-1,828;-0,312;-1,798;-1,780;-1,833;1,853;9,289;0,013;0,018;0,039;0,039;0,072;0,094;-0,058;-0,080;-0,020;0,044;0,011;-0,012;0,092;0,008;0,005;0,050;0,116;0,063
636;1,497;3,076;-0,322;0,722;-1,814;-0,297;-1,784;-1,766;-1,815;1,850;9,304;0,015;0,008;0,044;0,037;0,069;0,096;-0,063;-0,080;-0,019;0,045;0,012;-0,004;0,085;-0,010;-0,001;0,031;0,101;0,060
637;1,499;3,052;-0,308;0,740;-1,802;-0,278;-1,756;-1,744;-1,788;1,834;9,316;0,011;0,008;0,046;0,030;0,064;0,093;-0,060;-0,075;-0,026;0,047;0,010;-0,014;0,075;-0,020;-0,006;0,028;0,101;0,054
638;1,496;3,039;-0,305;0,759;-1,764;-0,261;-1,715;-1,713;-1,755;1,836;9,310;0,008;0,013;0,041;0,033;0,056;0,074;-0,051;-0,069;-0,021;0,046;0,008;-0,016;0,071;-0,026;-0,016;0,025;0,093;0,057
639;1,502;3,046;-0,300;0,761;-1,739;-0,238;-1,689;-1,686;-1,723;1,841;9,280;0,015;0,022;0,044;0,020;0,051;0,057;-0,041;-0,083;-0,026;0,043;-0,002;-0,022;0,074;-0,018;-0,026;0,007;0,072;0,040
640;1,496;3,061;-0,317;0,744;-1,743;-0,242;-1,697;-1,689;-1,723;1,836;9,280;0,022;0,025;0,045;0,008;0,045;0,056;-0,062;-0,102;-0,033;0,036;0,005;-0,003;0,083;-0,014;-0,019;-0,001;0,067;0,037
641;1,514;3,060;-0,322;0,746;-1,766;-0,251;-1,723;-1,705;-1,751;1,853;9,303;0,026;0,023;0,053;0,014;0,059;0,070;-0,069;-0,105;-0,047;0,048;0,012;0,002;0,068;-0,012;-0,003;0,005;0,065;0,054
642;1,514;3,070;-0,321;0,742;-1,782;-0,257;-1,738;-1,717;-1,771;1,860;9,295;0,015;0,023;0,044;0,021;0,063;0,077;-0,060;-0,097;-0,033;0,061;0,028;0,011;0,065;-0,005;0,018;0,035;0,084;0,073
643;1,528;3,088;-0,324;0,721;-1,793;-0,268;-1,753;-1,722;-1,784;1,883;9,269;0,003;0,022;0,037;0,026;0,079;0,080;-0,048;-0,084;-0,021;0,046;0,022;0,011;0,063;-0,002;0,013;0,036;0,095;0,075
644;1,521;3,095;-0,326;0,699;-1,764;-0,254;-1,738;-1,706;-1,762;1,872;9,241;-0,010;0,016;0,026;0,023;0,084;0,085;-0,046;-0,064;-0,003;0,026;0,001;0,000;0,046;0,002;0,005;0,041;0,090;0,066
645;1,509;3,072;-0,331;0,684;-1,758;-0,257;-1,730;-1,695;-1,764;1,867;9,244;-0,001;0,024;0,018;0,024;0,086;0,095;-0,060;-0,062;-0,008;0,031;-0,008;-0,001;0,038;-0,004;-0,005;0,049;0,078;0,057
646;1,511;3,071;-0,325;0,695;-1,754;-0,254;-1,727;-1,683;-1,759;1,857;9,218;0,012;0,031;0,025;0,017;0,066;0,096;-0,061;-0,065;-0,019;0,045;0,004;0,002;0,033;-0,013;-0,013;0,051;0,077;0,045
647;1,510;3,049;-0,321;0,702;-1,772;-0,283;-1,752;-1,704;-1,767;1,842;9,173;0,017;0,024;0,022;0,001;0,043;0,090;-0,054;-0,070;-0,018;0,029;0,015;0,000;0,042;-0,016;-0,025;0,034;0,076;0,036
648;1,512;3,043;-0,316;0,703;-1,785;-0,292;-1,773;-1,729;-1,772;1,828;9,164;0,012;0,017;0,030;-0,009;0,036;0,085;-0,046;-0,068;-0,008;0,010;0,021;-0,002;0,050;-0,003;-0,017;0,017;0,065;0,026
649;1,528;3,047;-0,321;0,709;-1,797;-0,280;-1,778;-1,732;-1,778;1,846;9,231;0,004;0,005;0,047;0,002;0,052;0,105;-0,045;-0,079;-0,012;0,006;0,013;-0,010;0,056;0,005;-0,002;0,016;0,068;0,024
650;1,514;3,040;-0,320;0,720;-1,788;-0,251;-1,769;-1,716;-1,780;1,872;9,290;-0,004;0,006;0,045;0,011;0,058;0,112;-0,065;-0,080;-0,016;0,029;0,007;-0,008;0,045;0,008;0,012;0,023;0,077;0,035
651;1,506;3,030;-0,311;0,716;-1,779;-0,239;-1,759;-1,713;-1,774;1,870;9,322;-0,003;0,002;0,037;0,012;0,052;0,111;-0,083;-0,063;-0,011;0,030;0,015;0,002;0,045;-0,006;0,013;0,023;0,075;0,040
652;1,488;3,032;-0,304;0,702;-1,791;-0,263;-1,767;-1,729;-1,796;1,864;9,302;-0,008;0,006;0,016;0,006;0,045;0,088;-0,084;-0,059;-0,016;0,031;0,034;0,013;0,068;-0,006;0,018;0,018;0,078;0,046
653;1,470;3,043;-0,290;0,690;-1,796;-0,291;-1,764;-1,732;-1,804;1,845;9,254;-0,002;0,014;0,010;0,010;0,049;0,081;-0,062;-0,053;-0,009;0,021;0,038;0,019;0,074;-0,007;0,008;0,021;0,079;0,051
654;1,470;3,048;-0,304;0,693;-1,803;-0,323;-1,770;-1,742;-1,814;1,839;9,220;0,001;0,023;0,014;0,024;0,056;0,082;-0,048;-0,050;-0,017;0,027;0,034;0,020;0,066;0,008;0,012;0,028;0,083;0,056
655;1,486;3,049;-0,314;0,721;-1,817;-0,331;-1,780;-1,751;-1,818;1,822;9,237;-0,005;0,013;0,021;0,039;0,065;0,096;-0,049;-0,030;-0,018;0,032;0,017;0,009;0,064;0,015;0,004;0,026;0,077;0,058
656;1,491;3,052;-0,331;0,738;-1,842;-0,340;-1,799;-1,773;-1,843;1,799;9,270;-0,012;0,001;0,015;0,051;0,061;0,100;-0,061;-0,025;-0,019;0,040;0,005;0,001;0,072;0,009;0,004;0,027;0,079;0,055
657;1,493;3,060;-0,320;0,742;-1,846;-0,329;-1,807;-1,774;-1,850;1,786;9,298;-0,009;0,002;0,011;0,062;0,067;0,087;-0,062;-0,031;-0,019;0,038;-0,004;-0,011;0,075;0,006;0,011;0,017;0,093;0,048
658;1,505;3,073;-0,315;0,739;-1,834;-0,321;-1,797;-1,763;-1,838;1,788;9,315;0,004;0,009;0,016;0,066;0,080;0,084;-0,054;-0,047;-0,029;0,039;-0,021;-0,024;0,069;0,003;0,016;0,010;0,096;0,040
659;1,505;3,084;-0,289;0,734;-1,850;-0,316;-1,818;-1,775;-1,849;1,804;9,320;0,000;0,004;0,042;0,067;0,095;0,093;-0,069;-0,045;-0,047;0,037;-0,019;-0,011;0,073;0,001;0,012;0,006;0,090;0,031
660;1,509;3,076;-0,276;0,730;-1,855;-0,313;-1,831;-1,790;-1,852;1,828;9,316;-0,004;0,003;0,047;0,055;0,092;0,097;-0,085;-0,041;-0,043;0,027;0,001;0,007;0,077;-0,006;-0,003;0,013;0,082;0,035
661;1,518;3,064;-0,275;0,734;-1,838;-0,301;-1,806;-1,779;-1,840;1,848;9,342;0,008;0,024;0,037;0,046;0,067;0,081;-0,079;-0,046;-0,048;0,023;0,025;0,025;0,082;-0,012;-0,014;0,023;0,077;0,042
662;1,503;3,068;-0,290;0,735;-1,810;-0,294;-1,765;-1,748;-1,804;1,844;9,371;0,026;0,035;0,029;0,043;0,043;0,071;-0,072;-0,038;-0,038;0,026;0,043;0,021;0,093;-0,012;-0,006;0,008;0,067;0,049
663;1,481;3,072;-0,294;0,748;-1,795;-0,286;-1,740;-1,732;-1,786;1,825;9,367;0,019;0,025;0,015;0,048;0,033;0,071;-0,052;-0,021;-0,041;0,037;0,036;0,013;0,098;-0,008;0,005;-0,004;0,069;0,066
664;1,472;3,081;-0,290;0,758;-1,794;-0,296;-1,749;-1,725;-1,787;1,803;9,344;0,011;0,015;0,007;0,039;0,037;0,078;-0,038;-0,012;-0,029;0,034;0,022;0,004;0,089;-0,003;0,009;-0,021;0,081;0,071
665;1,470;3,072;-0,297;0,771;-1,790;-0,290;-1,743;-1,717;-1,786;1,795;9,322;0,000;0,010;0,007;0,035;0,046;0,093;-0,046;-0,032;-0,018;0,025;0,016;0,012;0,098;0,002;-0,002;-0,017;0,082;0,070
666;1,470;3,070;-0,295;0,765;-1,799;-0,297;-1,752;-1,726;-1,796;1,808;9,308;0,004;0,014;0,010;0,032;0,052;0,094;-0,055;-0,043;-0,004;0,036;0,017;0,009;0,105;0,007;-0,008;-0,006;0,080;0,069
667;1,476;3,079;-0,284;0,763;-1,802;-0,300;-1,764;-1,736;-1,801;1,820;9,257;0,004;0,026;0,017;0,062;0,057;0,098;-0,058;-0,046;-0,009;0,035;0,015;-0,004;0,107;0,014;0,003;0,002;0,084;0,066
668;1,483;3,102;-0,290;0,744;-1,793;-0,314;-1,772;-1,742;-1,805;1,819;9,217;0,000;0,023;0,032;0,079;0,053;0,096;-0,052;-0,029;-0,004;0,020;0,012;-0,002;0,100;0,003;0,009;-0,005;0,075;0,054
669;1,485;3,084;-0,292;0,724;-1,771;-0,323;-1,752;-1,716;-1,791;1,816;9,191;-0,004;0,004;0,031;0,060;0,038;0,096;-0,053;-0,004;-0,002;0,008;0,018;0,007;0,105;-0,003;0,009;0,005;0,072;0,056
670;1,473;3,044;-0,307;0,731;-1,769;-0,325;-1,734;-1,698;-1,779;1,808;9,215;-0,021;-0,013;0,026;0,035;0,034;0,087;-0,046;0,011;0,016;0,022;0,036;0,027;0,103;-0,015;0,002;-0,010;0,062;0,049
671;1,470;3,030;-0,325;0,736;-1,770;-0,339;-1,733;-1,690;-1,770;1,790;9,171;-0,015;-0,003;0,016;0,001;0,018;0,057;-0,040;-0,004;0,012;0,021;0,042;0,019;0,100;-0,024;-0,018;-0,003;0,076;0,038
672;1,458;3,043;-0,349;0,743;-1,764;-0,343;-1,737;-1,694;-1,768;1,764;9,131;0,000;0,003;0,004;-0,011;0,021;0,040;-0,045;-0,030;-0,010;0,013;0,044;0,014;0,074;-0,011;-0,017;-0,018;0,077;0,019
673;1,452;3,055;-0,342;0,730;-1,759;-0,338;-1,748;-1,697;-1,770;1,750;9,123;0,011;0,015;0,013;-0,006;0,028;0,040;-0,053;-0,024;-0,018;0,006;0,045;0,007;0,044;0,002;-0,010;-0,036;0,063;0,004
674;1,467;3,059;-0,325;0,732;-1,754;-0,329;-1,746;-1,697;-1,765;1,750;9,159;-0,003;0,018;0,026;0,009;0,032;0,057;-0,046;-0,009;0,005;0,024;0,030;0,004;0,026;0,009;0,010;-0,045;0,046;-0,002
675;1,529;3,091;-0,341;0,732;-1,768;-0,331;-1,744;-1,714;-1,758;1,782;9,219;-0,005;0,015;0,037;0,011;0,043;0,065;-0,021;0,000;0,013;0,023;0,006;-0,009;0,019;-0,001;-0,002;-0,020;0,056;0,012
676;1,552;3,108;-0,351;0,734;-1,800;-0,343;-1,764;-1,736;-1,769;1,792;9,205;0,001;0,002;0,039;0,023;0,068;0,062;-0,012;0,012;-0,008;0,009;0,018;0,011;0,049;-0,018;-0,014;0,013;0,079;0,021
677;1,547;3,095;-0,361;0,728;-1,813;-0,336;-1,774;-1,746;-1,790;1,799;9,187;0,001;-0,002;0,045;0,038;0,056;0,063;0,002;0,023;-0,020;0,009;0,034;0,022;0,077;-0,017;-0,024;0,025;0,093;0,031
678;1,514;3,044;-0,347;0,722;-1,815;-0,328;-1,773;-1,733;-1,810;1,791;9,163;-0,005;-0,003;0,035;0,052;0,037;0,069;0,005;0,022;0,003;0,010;0,022;0,010;0,069;-0,004;-0,006;0,026;0,090;0,037
679;1,500;3,028;-0,343;0,713;-1,805;-0,348;-1,778;-1,737;-1,822;1,804;9,187;-0,016;-0,001;0,042;0,056;0,015;0,060;0,006;-0,007;0,024;0,024;0,004;-0,002;0,041;0,010;0,009;0,005;0,085;0,048
680;1,483;3,025;-0,337;0,719;-1,799;-0,353;-1,776;-1,738;-1,808;1,789;9,186;-0,003;0,008;0,040;0,049;0,017;0,052;0,008;-0,030;0,022;0,023;0,021;0,020;0,049;-0,001;0,016;0,013;0,078;0,054
681;1,479;3,032;-0,330;0,734;-1,804;-0,328;-1,771;-1,734;-1,796;1,793;9,182;0,011;0,016;0,037;0,039;0,020;0,053;-0,003;-0,033;0,006;0,022;0,038;0,035;0,073;0,007;0,012;0,014;0,059;0,046
682;1,493;3,039;-0,316;0,727;-1,805;-0,312;-1,747;-1,726;-1,781;1,798;9,211;0,012;0,014;0,021;-0,003;0,012;0,036;-0,017;-0,019;-0,006;0,022;0,028;0,024;0,086;0,017;0,010;0,020;0,050;0,033
683;1,503;3,017;-0,300;0,698;-1,782;-0,295;-1,722;-1,704;-1,778;1,802;9,236;-0,023;-0,004;0,012;-0,035;0,021;0,019;-0,033;-0,014;-0,006;0,017;0,013;0,013;0,072;0,018;0,017;-0,003;0,029;0,012
684;1,493;2,991;-0,304;0,669;-1,767;-0,300;-1,736;-1,706;-1,793;1,800;9,222;-0,045;-0,013;0,007;-0,057;0,016;0,013;-0,029;-0,013;-0,001;0,032;0,029;0,026;0,066;0,014;0,025;0,001;0,024;0,023
685;1,492;2,995;-0,303;0,655;-1,765;-0,297;-1,752;-1,707;-1,796;1,801;9,198;-0,034;-0,019;0,007;-0,048;-0,002;0,019;-0,021;-0,027;0,006;0,041;0,044;0,030;0,060;-0,011;0,022;0,010;0,031;0,045
686;1,479;3,010;-0,283;0,662;-1,782;-0,307;-1,765;-1,722;-1,793;1,817;9,181;-0,020;-0,020;0,029;-0,040;0,000;0,047;-0,029;-0,042;0,003;0,023;0,027;0,005;0,051;-0,017;0,014;0,032;0,054;0,051
687;1,481;3,005;-0,256;0,664;-1,777;-0,293;-1,743;-1,718;-1,774;1,813;9,190;-0,003;-0,012;0,038;-0,026;0,016;0,064;-0,038;-0,047;-0,015;0,020;0,011;-0,014;0,049;-0,010;-0,002;0,036;0,051;0,018
688;1,502;3,007;-0,258;0,665;-1,757;-0,280;-1,727;-1,704;-1,755;1,816;9,179;-0,014;-0,005;0,040;-0,044;0,006;0,063;-0,035;-0,047;-0,029;0,030;0,009;-0,022;0,060;-0,002;-0,012;-0,002;0,031;-0,017
689;1,506;3,002;-0,253;0,673;-1,732;-0,278;-1,700;-1,682;-1,736;1,805;9,161;-0,012;0,002;0,024;-0,062;-0,003;0,052;-0,020;-0,025;-0,016;0,039;0,002;-0,018;0,030;0,001;0,013;-0,020;0,025;-0,012
690;1,497;2,991;-0,263;0,687;-1,725;-0,272;-1,697;-1,673;-1,738;1,807;9,136;0,003;0,012;0,022;-0,051;0,014;0,034;-0,017;-0,013;0,006;0,054;0,008;0,003;0,014;-0,011;0,015;-0,011;0,039;0,031
691;1,478;2,993;-0,265;0,719;-1,754;-0,279;-1,736;-1,700;-1,770;1,821;9,161;0,011;0,021;0,036;-0,023;0,047;0,034;-0,015;-0,002;0,029;0,056;0,022;0,030;0,017;-0,010;0,003;-0,001;0,048;0,071
692;1,478;3,007;-0,267;0,724;-1,754;-0,277;-1,753;-1,704;-1,769;1,803;9,182;0,009;0,022;0,034;-0,025;0,030;0,026;-0,025;-0,007;0,030;0,052;0,023;0,026;0,029;-0,024;-0,027;-0,005;0,031;0,071
693;1,489;3,004;-0,261;0,691;-1,744;-0,276;-1,741;-1,698;-1,759;1,786;9,192;-0,011;0,002;0,035;-0,049;0,002;0,014;-0,014;-0,014;0,031;0,041;0,023;0,020;0,043;-0,015;-0,021;-0,002;0,025;0,042
694;1,489;2,995;-0,242;0,673;-1,719;-0,241;-1,692;-1,650;-1,723;1,763;9,174;-0,004;-0,007;0,039;-0,054;-0,013;0,020;-0,020;-0,007;0,017;0,026;0,019;0,012;0,034;-0,011;-0,011;0,009;0,024;0,018
695;1,482;3,000;-0,227;0,680;-1,709;-0,220;-1,674;-1,647;-1,715;1,781;9,139;-0,017;-0,012;0,045;-0,053;0,011;0,028;-0,013;-0,019;0,012;0,009;0,021;0,012;0,027;0,005;-0,006;0,011;0,031;0,003
696;1,478;3,033;-0,248;0,678;-1,715;-0,232;-1,682;-1,658;-1,726;1,817;9,098;-0,009;-0,001;0,047;-0,040;0,044;0,046;0,006;-0,012;0,015;0,011;0,023;0,018;0,029;0,003;-0,001;-0,003;0,003;-0,021
697;1,467;3,011;-0,274;0,688;-1,727;-0,255;-1,701;-1,689;-1,750;1,844;9,106;0,000;0,001;0,044;-0,044;0,047;0,038;-0,011;-0,012;-0,007;0,032;0,018;0,021;0,033;0,007;0,009;0,013;0,013;-0,005
698;1,464;3,000;-0,285;0,706;-1,748;-0,259;-1,714;-1,707;-1,751;1,842;9,077;0,010;0,014;0,031;-0,031;0,029;0,026;-0,026;-0,006;-0,018;0,029;0,022;0,018;0,030;0,005;0,018;0,020;0,029;0,007
699;1,464;3,016;-0,279;0,719;-1,757;-0,273;-1,742;-1,731;-1,767;1,834;9,080;0,002;0,025;0,031;-0,032;0,021;0,022;-0,047;-0,017;-0,017;0,025;0,004;-0,006;0,004;0,003;0,013;-0,001;0,023;0,013
700;1,451;3,052;-0,269;0,714;-1,758;-0,277;-1,744;-1,728;-1,774;1,829;9,119;-0,004;0,031;0,043;-0,017;0,050;0,059;-0,028;-0,024;-0,010;0,047;-0,016;-0,018;0,000;0,010;0,015;-0,013;0,031;0,026
701;1,423;3,041;-0,255;0,712;-1,742;-0,262;-1,714;-1,703;-1,764;1,812;9,154;-0,012;0,027;0,043;-0,006;0,066;0,100;-0,009;-0,016;0,027;0,054;-0,029;-0,020;-0,008;0,004;0,007;0,009;0,050;0,037
702;1,403;3,008;-0,254;0,697;-1,727;-0,234;-1,678;-1,665;-1,737;1,803;9,175;-0,024;0,024;0,037;0,004;0,057;0,087;0,003;-0,029;0,024;0,036;-0,017;-0,012;-0,023;-0,008;-0,012;0,017;0,037;0,031
703;1,418;3,004;-0,271;0,690;-1,721;-0,227;-1,667;-1,652;-1,725;1,800;9,154;-0,008;0,025;0,043;0,012;0,056;0,069;-0,002;-0,047;0,018;0,028;0,006;0,000;-0,025;0,007;-0,004;0,004;0,012;0,020
704;1,449;3,026;-0,298;0,696;-1,729;-0,236;-1,684;-1,665;-1,747;1,797;9,149;-0,006;0,027;0,041;0,003;0,039;0,042;0,005;-0,067;0,016;0,037;0,031;0,017;-0,007;0,025;0,008;-0,011;-0,007;0,004
705;1,475;3,049;-0,291;0,709;-1,771;-0,269;-1,724;-1,707;-1,793;1,823;9,160;0,003;0,018;0,052;0,003;0,029;0,051;0,025;-0,053;0,035;0,041;0,031;0,026;0,014;0,035;0,028;-0,015;0,001;-0,014
706;1,490;3,043;-0,301;0,708;-1,785;-0,269;-1,742;-1,732;-1,793;1,822;9,157;0,001;0,007;0,042;0,013;0,027;0,068;0,029;-0,049;0,049;0,026;0,014;0,016;0,019;0,046;0,023;-0,017;0,024;-0,032
707;1,481;3,022;-0,309;0,713;-1,790;-0,287;-1,759;-1,732;-1,794;1,801;9,169;0,020;0,019;0,030;0,013;0,037;0,069;0,012;-0,047;0,041;0,018;0,007;-0,003;0,013;0,045;0,016;0,008;0,034;-0,016
708;1,474;3,015;-0,320;0,706;-1,789;-0,286;-1,754;-1,730;-1,776;1,778;9,188;0,022;0,031;0,030;0,011;0,065;0,054;-0,009;-0,052;0,027;0,010;0,009;-0,018;-0,005;0,040;-0,005;-0,004;0,015;-0,004
709;1,488;3,034;-0,316;0,682;-1,792;-0,299;-1,759;-1,743;-1,782;1,753;9,193;0,009;0,023;0,035;-0,030;0,056;0,037;0,002;-0,049;0,025;0,024;0,024;-0,017;-0,016;0,010;-0,013;-0,043;-0,005;-0,026
710;1,505;3,045;-0,312;0,672;-1,757;-0,283;-1,746;-1,728;-1,775;1,748;9,178;0,005;0,014;0,022;-0,040;0,041;0,026;0,016;-0,050;0,018;0,016;0,007;-0,014;-0,015;-0,004;-0,014;-0,069;-0,016;-0,038
711;1,509;3,022;-0,290;0,684;-1,716;-0,265;-1,698;-1,683;-1,754;1,721;9,142;0,008;-0,004;0,001;-0,050;0,022;0,020;0,016;-0,056;0,013;0,024;-0,005;-0,003;-0,012;0,013;-0,005;-0,071;-0,005;-0,036
712;1,507;2,994;-0,305;0,700;-1,710;-0,270;-1,689;-1,675;-1,750;1,705;9,144;0,003;-0,001;0,001;-0,042;0,025;0,020;0,000;-0,058;-0,002;0,004;-0,008;-0,006;-0,008;0,014;-0,001;-0,068;0,001;-0,034
713;1,528;3,001;-0,315;0,689;-1,744;-0,317;-1,710;-1,695;-1,765;1,681;9,118;0,003;0,003;0,038;-0,035;0,025;0,031;0,016;-0,051;0,003;0,005;0,005;-0,002;-0,013;0,007;0,002;-0,061;0,006;-0,037
714;1,514;3,009;-0,298;0,673;-1,767;-0,344;-1,736;-1,715;-1,786;1,681;9,138;0,000;0,012;0,059;-0,028;0,022;0,040;0,037;-0,024;-0,014;-0,004;0,017;0,008;-0,014;-0,013;-0,008;-0,040;0,024;-0,025
715;1,493;3,031;-0,298;0,660;-1,766;-0,345;-1,738;-1,710;-1,796;1,714;9,157;-0,025;-0,008;0,050;-0,026;0,002;0,039;0,071;0,003;0,016;0,003;0,024;0,015;-0,016;-0,009;-0,013;-0,018;0,010;-0,022
716;1,476;3,035;-0,307;0,664;-1,759;-0,327;-1,738;-1,704;-1,797;1,731;9,139;-0,027;-0,005;0,045;-0,028;-0,012;0,025;0,053;-0,025;0,011;0,016;0,035;0,027;0,011;-0,029;-0,023;-0,007;-0,005;-0,006
717;1,450;3,040;-0,321;0,669;-1,770;-0,315;-1,740;-1,709;-1,791;1,717;9,153;-0,011;0,006;0,036;-0,025;-0,009;0,009;0,039;-0,029;0,014;0,012;0,029;0,031;0,039;-0,026;-0,030;-0,004;-0,003;-0,026
718;1,461;3,037;-0,298;0,654;-1,780;-0,320;-1,727;-1,716;-1,790;1,714;9,159;-0,009;0,001;0,048;-0,034;0,002;0,012;0,012;-0,011;0,023;0,024;0,024;0,030;0,057;-0,010;-0,007;-0,015;-0,004;-0,032
719;1,467;3,033;-0,291;0,648;-1,781;-0,298;-1,713;-1,721;-1,765;1,749;9,150;-0,026;-0,017;0,056;-0,032;0,021;0,023;0,026;-0,020;0,038;0,032;0,016;0,015;0,054;-0,012;-0,014;-0,029;-0,007;-0,024
720;1,466;3,020;-0,268;0,654;-1,769;-0,294;-1,709;-1,708;-1,751;1,758;9,098;-0,023;0,000;0,038;-0,012;0,011;0,007;0,023;-0,041;0,046;0,016;0,015;0,024;0,043;-0,008;-0,014;-0,025;-0,022;-0,028
721;1,438;3,015;-0,255;0,666;-1,756;-0,304;-1,706;-1,686;-1,738;1,751;9,090;-0,012;0,014;0,007;-0,020;-0,004;-0,023;-0,002;-0,050;0,045;-0,005;0,008;0,024;0,026;0,015;-0,007;-0,012;-0,018;-0,029
722;1,421;2,992;-0,236;0,627;-1,747;-0,299;-1,713;-1,669;-1,731;1,736;9,096;-0,004;0,011;0,004;-0,006;0,001;-0,011;-0,049;-0,074;0,001;0,005;-0,038;-0,007;0,000;0,017;-0,006;0,002;0,011;0,000
723;1,427;2,979;-0,216;0,609;-1,749;-0,280;-1,715;-1,669;-1,721;1,755;9,102;0,005;-0,004;0,022;0,007;0,025;-0,001;-0,045;-0,101;-0,070;0,024;-0,051;-0,045;-0,029;0,012;0,005;-0,020;0,022;0,001
724;1,443;2,957;-0,230;0,630;-1,729;-0,277;-1,700;-1,661;-1,722;1,778;9,117;0,008;-0,003;0,001;-0,006;-0,012;-0,013;-0,001;-0,111;-0,084;0,025;-0,033;-0,037;-0,023;-0,004;-0,001;-0,058;-0,003;-0,015
725;1,473;2,975;-0,277;0,685;-1,725;-0,280;-1,697;-1,672;-1,735;1,805;9,177;0,015;0,016;-0,016;-0,022;-0,051;-0,003;0,013;-0,107;-0,041;0,034;0,020;0,016;-0,009;-0,016;-0,015;-0,058;-0,009;-0,006
726;1,481;3,001;-0,310;0,708;-1,703;-0,257;-1,672;-1,675;-1,717;1,801;9,155;0,005;0,034;0,005;-0,014;-0,065;0,030;-0,014;-0,094;-0,012;0,029;0,036;0,032;0,000;-0,030;-0,028;-0,025;0,018;0,036
727;1,464;3,001;-0,306;0,695;-1,711;-0,236;-1,688;-1,675;-1,715;1,812;9,198;-0,007;0,022;0,015;-0,019;-0,048;0,049;-0,016;-0,092;-0,014;0,046;0,052;0,051;0,034;-0,031;-0,026;-0,016;0,039;0,049
