Wavelength (nm);[buf]-005-1-1chaps;[buf]-005-1-1chaps1;[buf]-5-1-1;[buf]-5-1-2; [buf]-10.1; [buf]-10.1 1; [buf]-10.2; [buf]-10.2 1; [buf]-10.2 2; [buf]-Buf; [buf]-10.11;A [H20}-buf;A [buf}-buf;A [buf}-buf 1;A [buf}-10.21;A [buf}-10.22;A [buf}-10.23;A [Buf]-9.1;A [Buf]-9.2;A [Buf]-9.3;A [Buf];A [Buf]-1.11;A [Buf]-1.12;A [Buf]-1.13;A [Buf]-1.13 1;A [Buf]-Buf;A [Buf]-2.11;A [Buf]-2.12;A [Buf]-2.13
302;-1,165;0,142;-0,534;-1,328;-1,797;-1,248;-1,837;-1,812;-0,296;0,656;5,723;9,022;9,057;0,573;-2,137;-2,536;-2,593;-0,224;-0,270;-0,327;9,476;-1,668;-1,823;-3,199;0,016;9,078;-4,064;-3,795;-3,839
303;-0,937;0,421;-0,544;-1,152;-1,852;-1,178;-1,885;-1,853;-0,454;0,783;6,063;8,222;8,259;0,536;-1,963;-2,294;-2,330;-0,257;-0,332;-0,370;8,653;-1,557;-1,701;-2,915;0,012;8,282;-3,671;-3,396;-3,457
304;-0,726;0,672;-0,541;-0,983;-1,884;-1,112;-1,916;-1,878;-0,600;0,889;6,348;7,532;7,560;0,506;-1,792;-2,063;-2,092;-0,273;-0,371;-0,391;7,932;-1,437;-1,567;-2,646;0,009;7,593;-3,309;-3,032;-3,102
305;-0,522;0,907;-0,525;-0,817;-1,888;-1,033;-1,920;-1,886;-0,722;0,984;6,604;6,926;6,954;0,471;-1,624;-1,853;-1,874;-0,267;-0,378;-0,381;7,298;-1,322;-1,442;-2,398;0,011;6,980;-2,985;-2,708;-2,789
306;-0,335;1,117;-0,498;-0,650;-1,882;-0,949;-1,909;-1,879;-0,822;1,074;6,849;6,388;6,424;0,441;-1,468;-1,667;-1,671;-0,249;-0,371;-0,358;6,744;-1,211;-1,325;-2,172;0,015;6,450;-2,702;-2,433;-2,511
307;-0,165;1,316;-0,461;-0,494;-1,873;-0,864;-1,899;-1,868;-0,917;1,152;7,071;5,914;5,960;0,418;-1,316;-1,500;-1,485;-0,211;-0,350;-0,321;6,260;-1,096;-1,206;-1,961;0,015;5,983;-2,456;-2,188;-2,264
308;-0,011;1,495;-0,419;-0,357;-1,863;-0,789;-1,886;-1,848;-1,009;1,209;7,278;5,505;5,550;0,406;-1,174;-1,339;-1,319;-0,170;-0,319;-0,291;5,835;-0,985;-1,088;-1,776;0,016;5,574;-2,236;-1,968;-2,047
309;0,142;1,665;-0,379;-0,224;-1,845;-0,718;-1,861;-1,828;-1,088;1,264;7,463;5,153;5,192;0,397;-1,035;-1,184;-1,164;-0,123;-0,294;-0,257;5,467;-0,887;-0,980;-1,601;0,013;5,212;-2,033;-1,761;-1,844
310;0,279;1,813;-0,337;-0,099;-1,816;-0,644;-1,825;-1,795;-1,148;1,313;7,632;4,839;4,876;0,384;-0,914;-1,045;-1,018;-0,087;-0,264;-0,216;5,148;-0,794;-0,878;-1,447;0,011;4,901;-1,853;-1,584;-1,672
311;0,406;1,945;-0,303;0,015;-1,780;-0,571;-1,789;-1,760;-1,198;1,347;7,766;4,563;4,598;0,373;-0,805;-0,923;-0,884;-0,046;-0,234;-0,173;4,862;-0,710;-0,787;-1,308;0,005;4,619;-1,690;-1,424;-1,512
312;0,513;2,062;-0,264;0,105;-1,737;-0,503;-1,748;-1,719;-1,240;1,379;7,887;4,313;4,351;0,360;-0,706;-0,811;-0,764;-0,011;-0,201;-0,132;4,597;-0,628;-0,697;-1,178;0,005;4,365;-1,550;-1,279;-1,378
313;0,611;2,166;-0,230;0,201;-1,702;-0,442;-1,715;-1,687;-1,287;1,416;8,012;4,076;4,120;0,345;-0,615;-0,711;-0,659;0,024;-0,171;-0,099;4,355;-0,551;-0,619;-1,058;0,010;4,136;-1,419;-1,142;-1,250
314;0,707;2,277;-0,201;0,293;-1,681;-0,397;-1,688;-1,657;-1,337;1,463;8,132;3,853;3,907;0,335;-0,519;-0,607;-0,562;0,063;-0,136;-0,058;4,130;-0,479;-0,542;-0,946;0,012;3,924;-1,299;-1,019;-1,135
315;0,799;2,385;-0,175;0,376;-1,667;-0,356;-1,664;-1,632;-1,384;1,497;8,238;3,658;3,706;0,331;-0,428;-0,506;-0,461;0,089;-0,102;-0,023;3,926;-0,410;-0,476;-0,846;0,011;3,725;-1,189;-0,916;-1,028
316;0,885;2,479;-0,133;0,442;-1,642;-0,310;-1,629;-1,598;-1,417;1,517;8,315;3,488;3,521;0,319;-0,354;-0,409;-0,366;0,130;-0,061;0,016;3,735;-0,338;-0,404;-0,748;0,006;3,536;-1,097;-0,831;-0,933
317;0,955;2,548;-0,092;0,496;-1,604;-0,254;-1,590;-1,560;-1,434;1,536;8,388;3,320;3,349;0,305;-0,294;-0,326;-0,280;0,159;-0,027;0,045;3,556;-0,283;-0,345;-0,671;0,006;3,365;-1,010;-0,748;-0,846
318;1,013;2,615;-0,065;0,539;-1,570;-0,204;-1,559;-1,525;-1,457;1,556;8,449;3,163;3,189;0,294;-0,238;-0,262;-0,210;0,190;0,008;0,082;3,391;-0,232;-0,293;-0,608;0,010;3,205;-0,935;-0,672;-0,774
319;1,068;2,685;-0,056;0,586;-1,538;-0,161;-1,528;-1,496;-1,482;1,576;8,512;3,019;3,050;0,289;-0,183;-0,208;-0,152;0,215;0,030;0,105;3,239;-0,199;-0,244;-0,548;0,014;3,068;-0,860;-0,594;-0,699
320;1,134;2,747;-0,045;0,646;-1,524;-0,144;-1,510;-1,484;-1,523;1,589;8,571;2,888;2,917;0,280;-0,120;-0,152;-0,090;0,237;0,054;0,128;3,108;-0,146;-0,192;-0,469;0,011;2,941;-0,796;-0,531;-0,633
321;1,210;2,804;-0,025;0,716;-1,504;-0,109;-1,488;-1,465;-1,549;1,608;8,627;2,756;2,789;0,277;-0,053;-0,084;-0,033;0,263;0,075;0,147;2,973;-0,099;-0,141;-0,390;0,007;2,817;-0,734;-0,476;-0,570
322;1,274;2,864;0,003;0,770;-1,487;-0,079;-1,474;-1,447;-1,575;1,631;8,690;2,616;2,643;0,272;0,009;-0,018;0,035;0,283;0,098;0,175;2,833;-0,045;-0,094;-0,320;0,006;2,675;-0,667;-0,420;-0,513
323;1,316;2,928;0,026;0,816;-1,464;-0,034;-1,450;-1,422;-1,593;1,655;8,755;2,475;2,505;0,266;0,055;0,040;0,097;0,302;0,111;0,188;2,688;-0,004;-0,050;-0,255;0,012;2,534;-0,596;-0,356;-0,451
324;1,357;2,985;0,041;0,855;-1,447;-0,006;-1,432;-1,409;-1,627;1,683;8,845;2,347;2,384;0,256;0,101;0,094;0,167;0,324;0,122;0,205;2,555;0,036;-0,005;-0,190;0,018;2,411;-0,526;-0,288;-0,384
325;1,415;3,047;0,057;0,911;-1,430;0,027;-1,404;-1,388;-1,647;1,705;8,937;2,239;2,285;0,250;0,150;0,149;0,232;0,341;0,136;0,233;2,443;0,071;0,032;-0,133;0,022;2,310;-0,474;-0,236;-0,329
326;1,469;3,103;0,074;0,955;-1,412;0,052;-1,384;-1,366;-1,666;1,716;9,017;2,154;2,200;0,252;0,197;0,194;0,282;0,365;0,157;0,263;2,350;0,107;0,068;-0,089;0,020;2,220;-0,427;-0,192;-0,278
327;1,503;3,147;0,094;0,990;-1,395;0,080;-1,365;-1,340;-1,673;1,721;9,063;2,073;2,113;0,256;0,243;0,242;0,323;0,380;0,177;0,281;2,265;0,140;0,102;-0,041;0,017;2,136;-0,395;-0,157;-0,242
328;1,538;3,174;0,117;1,012;-1,375;0,098;-1,350;-1,320;-1,681;1,723;9,102;2,006;2,040;0,251;0,283;0,280;0,352;0,399;0,202;0,295;2,188;0,165;0,138;-0,002;0,010;2,061;-0,360;-0,119;-0,204
329;1,567;3,200;0,125;1,036;-1,353;0,118;-1,334;-1,299;-1,692;1,725;9,138;1,939;1,965;0,243;0,317;0,313;0,386;0,419;0,221;0,318;2,119;0,187;0,167;0,027;0,006;1,994;-0,323;-0,082;-0,172
330;1,598;3,233;0,131;1,058;-1,330;0,131;-1,312;-1,284;-1,703;1,738;9,175;1,878;1,902;0,231;0,342;0,341;0,413;0,438;0,247;0,342;2,057;0,210;0,191;0,056;0,002;1,926;-0,296;-0,051;-0,141
331;1,615;3,255;0,135;1,080;-1,322;0,142;-1,296;-1,271;-1,712;1,748;9,210;1,823;1,844;0,234;0,375;0,375;0,448;0,451;0,261;0,348;2,001;0,239;0,208;0,082;0,007;1,872;-0,271;-0,019;-0,114
332;1,634;3,289;0,160;1,090;-1,303;0,157;-1,278;-1,254;-1,716;1,751;9,235;1,774;1,793;0,234;0,395;0,402;0,478;0,457;0,264;0,348;1,956;0,263;0,226;0,115;0,008;1,824;-0,256;-0,003;-0,097
333;1,650;3,308;0,175;1,105;-1,295;0,172;-1,269;-1,242;-1,722;1,755;9,251;1,728;1,752;0,235;0,423;0,422;0,501;0,471;0,263;0,354;1,913;0,272;0,235;0,127;0,012;1,787;-0,232;0,014;-0,087
334;1,667;3,334;0,192;1,117;-1,281;0,189;-1,255;-1,229;-1,727;1,758;9,270;1,689;1,716;0,226;0,431;0,438;0,516;0,492;0,274;0,371;1,872;0,280;0,252;0,143;0,011;1,750;-0,211;0,030;-0,073
335;1,690;3,346;0,191;1,136;-1,281;0,196;-1,246;-1,225;-1,728;1,765;9,291;1,653;1,680;0,225;0,446;0,451;0,535;0,499;0,286;0,378;1,829;0,287;0,262;0,151;0,011;1,718;-0,193;0,047;-0,057
336;1,708;3,360;0,191;1,151;-1,278;0,209;-1,235;-1,212;-1,733;1,775;9,315;1,622;1,641;0,223;0,452;0,463;0,552;0,501;0,296;0,387;1,795;0,302;0,274;0,166;0,011;1,686;-0,177;0,060;-0,040
337;1,716;3,370;0,186;1,160;-1,272;0,219;-1,234;-1,209;-1,740;1,784;9,322;1,593;1,611;0,221;0,464;0,466;0,563;0,497;0,303;0,394;1,760;0,303;0,278;0,177;0,011;1,658;-0,179;0,061;-0,037
338;1,717;3,385;0,185;1,168;-1,281;0,213;-1,249;-1,217;-1,756;1,787;9,342;1,564;1,584;0,216;0,474;0,477;0,567;0,499;0,312;0,405;1,728;0,309;0,281;0,192;0,010;1,622;-0,166;0,069;-0,028
339;1,726;3,402;0,179;1,171;-1,293;0,199;-1,269;-1,232;-1,770;1,774;9,351;1,542;1,562;0,213;0,478;0,485;0,570;0,502;0,321;0,406;1,700;0,311;0,285;0,205;0,011;1,593;-0,151;0,075;-0,016
340;1,742;3,410;0,184;1,173;-1,298;0,190;-1,278;-1,240;-1,782;1,773;9,358;1,518;1,536;0,209;0,483;0,496;0,572;0,506;0,324;0,407;1,679;0,321;0,293;0,215;0,016;1,567;-0,130;0,086;-0,001
341;1,760;3,412;0,188;1,172;-1,288;0,197;-1,269;-1,232;-1,780;1,778;9,356;1,495;1,511;0,206;0,484;0,492;0,571;0,509;0,319;0,401;1,650;0,329;0,298;0,222;0,013;1,542;-0,126;0,087;0,009
342;1,769;3,419;0,186;1,176;-1,280;0,204;-1,259;-1,229;-1,776;1,790;9,346;1,463;1,482;0,206;0,488;0,501;0,573;0,510;0,309;0,402;1,619;0,338;0,311;0,222;0,012;1,515;-0,126;0,089;0,016
343;1,767;3,435;0,177;1,184;-1,286;0,212;-1,258;-1,235;-1,782;1,800;9,337;1,429;1,455;0,212;0,486;0,509;0,582;0,502;0,298;0,400;1,593;0,340;0,320;0,229;0,011;1,486;-0,128;0,090;0,015
344;1,772;3,453;0,173;1,193;-1,291;0,216;-1,264;-1,241;-1,787;1,811;9,356;1,398;1,431;0,208;0,482;0,515;0,587;0,487;0,289;0,390;1,568;0,334;0,322;0,230;0,008;1,461;-0,121;0,093;0,016
345;1,776;3,467;0,178;1,200;-1,293;0,222;-1,262;-1,240;-1,787;1,821;9,395;1,374;1,409;0,196;0,483;0,507;0,596;0,477;0,283;0,380;1,548;0,333;0,316;0,238;0,009;1,438;-0,106;0,101;0,018
346;1,787;3,478;0,191;1,202;-1,298;0,212;-1,267;-1,243;-1,789;1,823;9,436;1,357;1,387;0,188;0,482;0,516;0,601;0,477;0,287;0,379;1,524;0,335;0,322;0,246;0,008;1,411;-0,086;0,116;0,033
347;1,791;3,483;0,202;1,195;-1,317;0,194;-1,276;-1,255;-1,801;1,829;9,443;1,332;1,356;0,189;0,490;0,530;0,613;0,481;0,295;0,389;1,497;0,346;0,331;0,262;0,013;1,383;-0,076;0,123;0,047
348;1,800;3,484;0,205;1,189;-1,333;0,184;-1,298;-1,269;-1,817;1,830;9,431;1,305;1,324;0,185;0,492;0,528;0,613;0,482;0,308;0,395;1,467;0,355;0,336;0,272;0,013;1,350;-0,074;0,124;0,053
349;1,808;3,486;0,195;1,192;-1,335;0,192;-1,298;-1,273;-1,819;1,830;9,422;1,273;1,294;0,187;0,495;0,525;0,605;0,484;0,310;0,393;1,438;0,352;0,337;0,274;0,010;1,323;-0,078;0,118;0,049
350;1,811;3,485;0,192;1,201;-1,329;0,197;-1,296;-1,266;-1,821;1,837;9,435;1,246;1,271;0,188;0,494;0,526;0,609;0,491;0,311;0,399;1,406;0,356;0,337;0,278;0,010;1,294;-0,081;0,120;0,039
351;1,816;3,495;0,192;1,202;-1,323;0,200;-1,292;-1,257;-1,814;1,839;9,468;1,219;1,241;0,196;0,501;0,539;0,625;0,500;0,305;0,405;1,371;0,353;0,335;0,289;0,009;1,267;-0,079;0,126;0,040
352;1,817;3,504;0,194;1,209;-1,323;0,199;-1,298;-1,260;-1,817;1,839;9,478;1,190;1,213;0,193;0,512;0,546;0,643;0,502;0,298;0,398;1,336;0,365;0,341;0,304;0,004;1,239;-0,074;0,134;0,045
353;1,825;3,515;0,191;1,219;-1,336;0,200;-1,307;-1,275;-1,828;1,836;9,475;1,151;1,178;0,188;0,520;0,547;0,642;0,498;0,292;0,388;1,308;0,368;0,347;0,317;0,005;1,212;-0,060;0,139;0,051
354;1,833;3,513;0,187;1,227;-1,337;0,207;-1,300;-1,276;-1,831;1,838;9,475;1,112;1,150;0,180;0,520;0,552;0,641;0,490;0,282;0,383;1,275;0,378;0,356;0,326;0,012;1,187;-0,052;0,142;0,056
355;1,843;3,519;0,179;1,238;-1,333;0,216;-1,294;-1,268;-1,829;1,843;9,475;1,081;1,121;0,175;0,523;0,557;0,639;0,478;0,275;0,378;1,245;0,379;0,358;0,335;0,021;1,160;-0,035;0,155;0,065
356;1,849;3,533;0,174;1,252;-1,331;0,217;-1,297;-1,266;-1,830;1,845;9,493;1,052;1,091;0,173;0,527;0,566;0,642;0,468;0,266;0,365;1,216;0,379;0,356;0,336;0,023;1,128;-0,032;0,163;0,070
357;1,849;3,563;0,174;1,261;-1,349;0,207;-1,319;-1,282;-1,850;1,850;9,515;1,016;1,055;0,173;0,534;0,567;0,639;0,459;0,262;0,359;1,186;0,379;0,361;0,347;0,018;1,098;-0,023;0,173;0,071
358;1,860;3,589;0,171;1,261;-1,359;0,204;-1,325;-1,292;-1,858;1,857;9,550;0,982;1,023;0,178;0,536;0,574;0,652;0,452;0,258;0,357;1,151;0,385;0,364;0,356;0,020;1,072;-0,017;0,177;0,073
359;1,870;3,601;0,173;1,254;-1,362;0,209;-1,324;-1,297;-1,863;1,865;9,574;0,956;0,997;0,179;0,537;0,579;0,663;0,436;0,249;0,350;1,117;0,392;0,373;0,370;0,019;1,045;-0,010;0,186;0,081
360;1,875;3,598;0,176;1,259;-1,366;0,211;-1,326;-1,304;-1,869;1,872;9,574;0,926;0,971;0,174;0,538;0,575;0,674;0,423;0,243;0,341;1,085;0,394;0,375;0,380;0,017;1,017;-0,006;0,193;0,090
361;1,873;3,595;0,183;1,268;-1,379;0,207;-1,339;-1,317;-1,885;1,889;9,580;0,898;0,941;0,167;0,534;0,567;0,677;0,422;0,236;0,331;1,054;0,392;0,374;0,384;0,016;0,989;-0,004;0,192;0,095
362;1,871;3,611;0,182;1,274;-1,387;0,199;-1,354;-1,325;-1,891;1,901;9,590;0,870;0,912;0,165;0,538;0,576;0,694;0,434;0,240;0,335;1,028;0,397;0,382;0,401;0,019;0,965;0,010;0,200;0,111
363;1,879;3,625;0,182;1,272;-1,385;0,193;-1,351;-1,317;-1,883;1,908;9,612;0,850;0,891;0,165;0,545;0,595;0,710;0,445;0,238;0,340;1,008;0,402;0,396;0,411;0,019;0,935;0,015;0,206;0,121
364;1,885;3,619;0,179;1,273;-1,383;0,184;-1,339;-1,306;-1,868;1,902;9,609;0,828;0,868;0,163;0,550;0,608;0,722;0,449;0,240;0,348;0,987;0,407;0,401;0,418;0,021;0,905;0,024;0,207;0,131
365;1,896;3,606;0,175;1,271;-1,387;0,171;-1,339;-1,307;-1,865;1,890;9,594;0,809;0,842;0,156;0,539;0,601;0,709;0,440;0,241;0,347;0,962;0,406;0,394;0,411;0,020;0,876;0,024;0,203;0,127
366;1,905;3,601;0,172;1,270;-1,387;0,166;-1,341;-1,305;-1,865;1,881;9,583;0,791;0,816;0,153;0,532;0,595;0,695;0,441;0,248;0,346;0,937;0,405;0,389;0,412;0,021;0,848;0,025;0,205;0,129
367;1,918;3,601;0,169;1,279;-1,390;0,173;-1,352;-1,313;-1,875;1,875;9,574;0,772;0,795;0,152;0,531;0,585;0,677;0,435;0,246;0,338;0,913;0,401;0,388;0,411;0,017;0,820;0,029;0,215;0,133
368;1,929;3,607;0,166;1,283;-1,391;0,173;-1,359;-1,322;-1,884;1,882;9,587;0,757;0,776;0,159;0,541;0,584;0,680;0,437;0,243;0,337;0,888;0,399;0,392;0,418;0,012;0,789;0,036;0,221;0,141
369;1,942;3,616;0,165;1,287;-1,402;0,172;-1,370;-1,337;-1,889;1,890;9,580;0,739;0,760;0,158;0,540;0,583;0,683;0,422;0,236;0,338;0,863;0,404;0,400;0,428;0,011;0,767;0,041;0,220;0,139
370;1,952;3,633;0,165;1,282;-1,408;0,175;-1,372;-1,343;-1,894;1,895;9,583;0,716;0,733;0,161;0,537;0,587;0,688;0,410;0,226;0,333;0,834;0,410;0,406;0,438;0,011;0,749;0,051;0,220;0,145
371;1,950;3,638;0,166;1,282;-1,411;0,190;-1,376;-1,346;-1,891;1,897;9,575;0,692;0,711;0,154;0,535;0,585;0,683;0,407;0,221;0,328;0,809;0,411;0,404;0,442;0,009;0,730;0,063;0,225;0,151
372;1,946;3,638;0,169;1,290;-1,430;0,180;-1,391;-1,362;-1,904;1,897;9,576;0,675;0,688;0,149;0,533;0,582;0,676;0,406;0,223;0,327;0,787;0,411;0,401;0,441;0,006;0,708;0,072;0,230;0,155
373;1,944;3,636;0,167;1,300;-1,448;0,168;-1,405;-1,379;-1,914;1,896;9,578;0,661;0,677;0,145;0,529;0,580;0,673;0,399;0,228;0,324;0,769;0,406;0,393;0,442;0,002;0,693;0,069;0,233;0,157
374;1,939;3,642;0,157;1,300;-1,459;0,157;-1,409;-1,391;-1,922;1,905;9,590;0,634;0,650;0,144;0,526;0,588;0,669;0,392;0,225;0,320;0,754;0,407;0,395;0,445;0,006;0,677;0,065;0,233;0,157
375;1,938;3,643;0,149;1,286;-1,458;0,158;-1,412;-1,387;-1,919;1,914;9,601;0,606;0,629;0,151;0,527;0,594;0,673;0,389;0,215;0,309;0,734;0,406;0,394;0,447;0,001;0,654;0,060;0,229;0,156
376;1,931;3,638;0,146;1,276;-1,458;0,149;-1,420;-1,389;-1,919;1,920;9,618;0,580;0,605;0,149;0,526;0,591;0,672;0,391;0,207;0,306;0,716;0,410;0,398;0,452;0,007;0,632;0,052;0,223;0,145
377;1,933;3,640;0,143;1,273;-1,465;0,134;-1,436;-1,401;-1,926;1,915;9,626;0,562;0,586;0,157;0,530;0,591;0,680;0,398;0,212;0,300;0,695;0,410;0,398;0,456;0,015;0,626;0,051;0,221;0,137
378;1,937;3,655;0,133;1,275;-1,470;0,129;-1,438;-1,409;-1,926;1,909;9,638;0,549;0,575;0,156;0,527;0,594;0,685;0,408;0,218;0,306;0,677;0,412;0,400;0,462;0,026;0,621;0,053;0,228;0,136
379;1,948;3,670;0,137;1,278;-1,476;0,128;-1,438;-1,409;-1,924;1,904;9,624;0,542;0,567;0,154;0,521;0,591;0,680;0,406;0,220;0,302;0,661;0,412;0,406;0,463;0,021;0,608;0,065;0,235;0,146
380;1,947;3,672;0,139;1,280;-1,483;0,127;-1,439;-1,408;-1,915;1,900;9,615;0,528;0,558;0,147;0,504;0,578;0,663;0,399;0,214;0,294;0,647;0,409;0,408;0,462;0,016;0,582;0,062;0,241;0,148
381;1,940;3,649;0,140;1,275;-1,489;0,123;-1,444;-1,416;-1,911;1,898;9,587;0,510;0,541;0,147;0,488;0,565;0,651;0,384;0,206;0,291;0,636;0,409;0,409;0,462;0,011;0,561;0,067;0,244;0,152
382;1,924;3,635;0,126;1,265;-1,493;0,123;-1,449;-1,424;-1,905;1,901;9,575;0,491;0,517;0,142;0,473;0,560;0,645;0,377;0,198;0,295;0,619;0,407;0,409;0,461;0,016;0,552;0,072;0,252;0,156
383;1,918;3,640;0,118;1,259;-1,498;0,124;-1,454;-1,434;-1,915;1,909;9,578;0,481;0,501;0,136;0,467;0,552;0,639;0,368;0,183;0,288;0,605;0,403;0,404;0,455;0,014;0,536;0,081;0,250;0,161
384;1,916;3,654;0,122;1,257;-1,514;0,120;-1,471;-1,452;-1,929;1,923;9,603;0,468;0,493;0,130;0,467;0,548;0,632;0,359;0,174;0,276;0,589;0,399;0,397;0,449;0,010;0,519;0,079;0,244;0,153
385;1,924;3,653;0,124;1,253;-1,528;0,116;-1,489;-1,470;-1,939;1,935;9,616;0,461;0,492;0,128;0,466;0,540;0,628;0,347;0,165;0,266;0,576;0,402;0,394;0,448;0,003;0,500;0,077;0,237;0,154
386;1,931;3,645;0,126;1,247;-1,542;0,097;-1,515;-1,481;-1,944;1,937;9,607;0,450;0,482;0,123;0,459;0,536;0,622;0,330;0,158;0,253;0,563;0,398;0,389;0,449;0,001;0,488;0,095;0,248;0,168
387;1,925;3,635;0,123;1,243;-1,541;0,084;-1,520;-1,483;-1,938;1,943;9,604;0,439;0,468;0,131;0,450;0,531;0,620;0,322;0,148;0,237;0,554;0,394;0,386;0,447;0,010;0,481;0,110;0,254;0,180
388;1,911;3,619;0,121;1,241;-1,557;0,071;-1,531;-1,493;-1,936;1,947;9,620;0,425;0,454;0,137;0,438;0,533;0,620;0,316;0,149;0,226;0,545;0,383;0,374;0,442;0,018;0,475;0,118;0,253;0,187
389;1,899;3,616;0,108;1,234;-1,565;0,058;-1,536;-1,505;-1,939;1,954;9,639;0,410;0,443;0,141;0,431;0,528;0,615;0,318;0,147;0,221;0,535;0,380;0,367;0,439;0,021;0,469;0,114;0,251;0,183
390;1,890;3,608;0,097;1,226;-1,573;0,049;-1,548;-1,512;-1,936;1,943;9,621;0,397;0,426;0,134;0,428;0,514;0,600;0,319;0,140;0,216;0,527;0,367;0,357;0,436;0,014;0,447;0,116;0,255;0,186
391;1,891;3,609;0,087;1,220;-1,573;0,042;-1,549;-1,517;-1,935;1,936;9,598;0,384;0,414;0,130;0,423;0,504;0,583;0,319;0,131;0,214;0,511;0,355;0,351;0,438;0,014;0,439;0,111;0,263;0,186
392;1,893;3,612;0,075;1,225;-1,583;0,037;-1,559;-1,530;-1,932;1,936;9,608;0,370;0,406;0,129;0,416;0,502;0,575;0,307;0,118;0,210;0,499;0,349;0,342;0,436;0,006;0,432;0,104;0,265;0,190
393;1,894;3,616;0,070;1,224;-1,592;0,033;-1,567;-1,541;-1,927;1,938;9,622;0,365;0,404;0,128;0,405;0,500;0,570;0,297;0,104;0,202;0,485;0,349;0,340;0,428;0,004;0,428;0,096;0,256;0,180
394;1,888;3,611;0,068;1,219;-1,609;0,024;-1,578;-1,551;-1,920;1,932;9,604;0,363;0,395;0,130;0,396;0,488;0,563;0,292;0,094;0,189;0,474;0,348;0,340;0,419;0,000;0,417;0,096;0,249;0,187
395;1,879;3,598;0,067;1,212;-1,625;0,019;-1,589;-1,559;-1,920;1,934;9,572;0,360;0,386;0,125;0,391;0,474;0,553;0,286;0,078;0,182;0,467;0,332;0,336;0,413;0,007;0,408;0,103;0,246;0,184
396;1,877;3,600;0,064;1,202;-1,649;0,003;-1,612;-1,579;-1,933;1,940;9,554;0,352;0,377;0,125;0,391;0,472;0,548;0,272;0,068;0,175;0,465;0,318;0,323;0,409;0,010;0,401;0,107;0,247;0,190
397;1,865;3,592;0,059;1,186;-1,653;-0,002;-1,624;-1,590;-1,938;1,941;9,532;0,350;0,377;0,122;0,386;0,472;0,542;0,259;0,061;0,170;0,464;0,304;0,304;0,404;0,012;0,396;0,114;0,244;0,192
398;1,854;3,583;0,052;1,170;-1,661;-0,010;-1,639;-1,602;-1,943;1,945;9,500;0,346;0,375;0,119;0,377;0,467;0,533;0,249;0,063;0,164;0,455;0,298;0,292;0,396;0,009;0,395;0,121;0,250;0,204
399;1,838;3,566;0,038;1,166;-1,670;-0,024;-1,649;-1,614;-1,946;1,944;9,484;0,341;0,369;0,117;0,366;0,451;0,521;0,241;0,056;0,157;0,442;0,299;0,292;0,394;0,000;0,380;0,121;0,255;0,202
400;1,834;3,569;0,023;1,161;-1,695;-0,049;-1,665;-1,632;-1,950;1,938;9,490;0,339;0,362;0,112;0,353;0,431;0,508;0,232;0,048;0,150;0,431;0,299;0,293;0,391;-0,010;0,360;0,112;0,257;0,193
401;1,831;3,568;0,011;1,150;-1,716;-0,070;-1,682;-1,657;-1,962;1,924;9,501;0,337;0,359;0,115;0,341;0,416;0,496;0,222;0,041;0,139;0,428;0,299;0,294;0,393;-0,005;0,353;0,104;0,250;0,181
402;1,833;3,566;0,003;1,135;-1,731;-0,082;-1,696;-1,673;-1,960;1,926;9,509;0,335;0,353;0,115;0,329;0,403;0,489;0,215;0,036;0,131;0,428;0,291;0,282;0,389;0,008;0,357;0,098;0,243;0,172
403;1,834;3,547;-0,001;1,127;-1,748;-0,095;-1,716;-1,696;-1,969;1,938;9,500;0,326;0,340;0,120;0,315;0,401;0,483;0,207;0,032;0,121;0,427;0,279;0,266;0,374;0,017;0,360;0,102;0,240;0,172
404;1,829;3,528;-0,010;1,110;-1,754;-0,092;-1,724;-1,702;-1,967;1,950;9,505;0,316;0,327;0,122;0,295;0,393;0,475;0,198;0,025;0,105;0,417;0,263;0,250;0,358;0,015;0,357;0,110;0,242;0,178
405;1,822;3,525;-0,015;1,097;-1,761;-0,088;-1,728;-1,706;-1,966;1,957;9,513;0,307;0,326;0,116;0,279;0,385;0,463;0,196;0,013;0,094;0,413;0,245;0,235;0,340;0,007;0,348;0,121;0,243;0,185
406;1,805;3,519;-0,022;1,087;-1,759;-0,083;-1,724;-1,701;-1,954;1,964;9,541;0,306;0,330;0,111;0,271;0,377;0,456;0,200;0,004;0,092;0,407;0,239;0,229;0,335;0,005;0,340;0,118;0,242;0,182
407;1,784;3,507;-0,032;1,086;-1,763;-0,098;-1,727;-1,704;-1,943;1,968;9,537;0,304;0,327;0,109;0,271;0,366;0,445;0,197;-0,007;0,095;0,409;0,237;0,227;0,334;0,000;0,334;0,110;0,232;0,175
408;1,759;3,469;-0,044;1,081;-1,770;-0,118;-1,736;-1,708;-1,939;1,961;9,516;0,301;0,317;0,118;0,265;0,355;0,440;0,183;-0,018;0,091;0,399;0,233;0,222;0,331;0,004;0,338;0,103;0,229;0,170
409;1,742;3,445;-0,060;1,069;-1,777;-0,133;-1,741;-1,711;-1,934;1,952;9,480;0,298;0,309;0,124;0,254;0,347;0,437;0,158;-0,039;0,072;0,393;0,215;0,209;0,321;0,005;0,338;0,099;0,229;0,167
